taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
210441,Asterionella_formosa,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Fragilariophyceae,o__Fragilariales,f__Fragilariaceae,g__Asterionella,s__Asterionella_formosa
1394984,Giardia_intestinalis_assemblage_B,d__Eukaryota,k__Fornicata__P+,p__Fornicata,c__Diplomonadida__O+,o__Diplomonadida,f__Hexamitidae,g__Giardia,s__Giardia_intestinalis
303405,Nitzschia_inconspicua,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Bacillariophyceae,o__Bacillariales,f__Bacillariaceae,g__Nitzschia,s__Nitzschia_inconspicua
2109649,Fragilaria_radians,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Fragilariophyceae,o__Fragilariales,f__Fragilariaceae,g__Fragilaria,s__Fragilaria_radians
51641,Willaertia_magna,d__Eukaryota,k__Heterolobosea__P+,p__Heterolobosea,c__Vahlkampfiidae__F+,o__Vahlkampfiidae__F+,f__Vahlkampfiidae,g__Willaertia,s__Willaertia_magna
2057163,Haplosporidium_pinnae,d__Eukaryota,k__Endomyxa__P+,p__Endomyxa,c__Ascetosporea,o__Haplosporida,f__Haplosporidiidae,g__Haplosporidium,s__Haplosporidium_pinnae
1117031,Spumella_vulgaris,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Chromulinaceae,g__Spumella,s__Spumella_vulgaris
880535,Plasmodium_sp_gorilla_clade_G2,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_sp_gorilla_clade_G2
112090,Aphanomyces_astaci,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Saprolegniales__O+,o__Saprolegniales,f__Saprolegniaceae,g__Aphanomyces,s__Aphanomyces_astaci
85056,Trypanosoma_cruzi_marinkellei,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_cruzi
2058621,Globobulimina_sp,d__Eukaryota,k__Foraminifera__P+,p__Foraminifera,c__Rotaliida__O+,o__Rotaliida,f__Buliminidae,g__Globobulimina,s__Globobulimina_sp
82938,Pythium_inflatum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_inflatum
138297,Plasmodium_vinckei_lentum,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_vinckei
761204,Phytophthora_parasitica_INRA_310,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_parasitica
1333499,Nannochloropsis_oceanica_strain_IMET1,d__Eukaryota,k__Eustigmatophyceae__C+,p__Eustigmatophyceae__C+,c__Eustigmatophyceae,o__Eustigmatales,f__Monodopsidaceae,g__Nannochloropsis,s__Nannochloropsis_oceanica
1027361,Nannochloropsis_salina_CCMP1776,d__Eukaryota,k__Eustigmatophyceae__C+,p__Eustigmatophyceae__C+,c__Eustigmatophyceae,o__Eustigmatales,f__Monodopsidaceae,g__Microchloropsis,s__Microchloropsis_salina
44415,Eimeria_mitis,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_mitis
1027358,Nannochloropsis_oceanica_CCMP531,d__Eukaryota,k__Eustigmatophyceae__C+,p__Eustigmatophyceae__C+,c__Eustigmatophyceae,o__Eustigmatales,f__Monodopsidaceae,g__Nannochloropsis,s__Nannochloropsis_oceanica
5860,Plasmodium_vinckei,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_vinckei
5699,Trypanosoma_vivax,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_vivax
5942,Euplotes_woodruffi,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Euplotida,f__Euplotidae,g__Euplotes,s__Euplotes_woodruffi
1450477,Pythium_cederbergense,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_cederbergense
127446,Halophytophthora_batemanensis,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Halophytophthora,s__Halophytophthora_batemanensis
348837,Spironucleus_salmonicida,d__Eukaryota,k__Fornicata__P+,p__Fornicata,c__Diplomonadida__O+,o__Diplomonadida,f__Hexamitidae,g__Spironucleus,s__Spironucleus_salmonicida
755200,Stylonychia_lemnae_2x8_2,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Sporadotrichida,f__Oxytrichidae,g__Stylonychia,s__Stylonychia_lemnae
864141,Plasmodium_ovale_curtisi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_ovale
356896,Strombidium_stylifer,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Strombidiidae__F+,f__Strombidiidae,g__Strombidium,s__Strombidium_stylifer
5698,Trypanosoma_rangeli,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_rangeli
5757,Acanthamoeba_polyphaga,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_polyphaga
5875,Theileria_parva,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Piroplasmida,f__Theileriidae,g__Theileria,s__Theileria_parva
1169540,Vitrella_brassicaformis_CCMP3155,d__Eukaryota,k__Vitrellaceae__F+,p__Vitrellaceae__F+,c__Vitrellaceae__F+,o__Vitrellaceae__F+,f__Vitrellaceae,g__Vitrella,s__Vitrella_brassicaformis
47897,Isotricha_intestinalis,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Vestibuliferida,f__Isotrichidae,g__Isotricha,s__Isotricha_intestinalis
1229734,Schmidingerella_arcuata,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Tintinnida,f__Rhabdonellidae,g__Schmidingerella,s__Schmidingerella_arcuata
4784,Phytophthora_capsici,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_capsici
1027362,Nannochloropsis_salina_CCMP537,d__Eukaryota,k__Eustigmatophyceae__C+,p__Eustigmatophyceae__C+,c__Eustigmatophyceae,o__Eustigmatales,f__Monodopsidaceae,g__Microchloropsis,s__Microchloropsis_salina
85471,Plasmodium_relictum,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_relictum
1603071,Cryptosporidium_sp_chipmunk_LX_2015,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Cryptosporidiidae,g__Cryptosporidium,s__Cryptosporidium_sp_chipmunk_LX_2015
2781574,Nephromyces_sp_MM_2019,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Nephromycida,f__Nephromyces__G+,g__Nephromyces,s__Nephromyces_sp_MM_2019
47887,Epidinium_caudatum,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Entodiniomorphida,f__Ophryoscolecidae,g__Epidinium,s__Epidinium_caudatum
5861,Plasmodium_yoelii,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_yoelii
178273,Euplotes_sp,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Euplotida,f__Euplotidae,g__Euplotes,s__Euplotes_sp
1055687,Trypanosoma_vivax_Y486,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Trypanosoma,s__Trypanosoma_vivax
1642459,Phytophthora_agathidicida,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_agathidicida
935652,Toxoplasma_gondii_RUB,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
559965,Schizochytrium_sp_TIO01,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Thraustochytrida,f__Thraustochytriaceae,g__Schizochytrium,s__Schizochytrium_sp_TIO01
943167,Toxoplasma_gondii_FOU,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
1110540,Metadinium_minorum,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Entodiniomorphida,f__Ophryoscolecidae,g__Metadinium,s__Metadinium_minorum
1629122,Pythium_barbulae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_barbulae
180902,Phytophthora_uliginosa,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_uliginosa
41045,Pythium_oligandrum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_oligandrum
5759,Entamoeba_histolytica,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Mastigamoebida__O+,o__Mastigamoebida,f__Entamoebidae,g__Entamoeba,s__Entamoeba_histolytica
83540,Cryptosporidium_felis,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Cryptosporidiidae,g__Cryptosporidium,s__Cryptosporidium_felis
1692154,Phytophthora_chlamydospora,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_chlamydospora
1295824,Leishmania_panamensis_MHOM_COL_81_L13,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_panamensis
31271,Plasmodium_chabaudi_chabaudi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_chabaudi
517775,Psammoneis_japonica,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Mediophyceae,o__Triceratiales,f__Plagiogrammaceae,g__Psammoneis,s__Psammoneis_japonica
5804,Eimeria_maxima,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_maxima
885314,Entamoeba_histolytica_MS96_3382,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Mastigamoebida__O+,o__Mastigamoebida,f__Entamoebidae,g__Entamoeba,s__Entamoeba_histolytica
330153,Perkinsus_chesapeaki,d__Eukaryota,k__Perkinsozoa__P+,p__Perkinsozoa,c__Perkinsida__O+,o__Perkinsida,f__Perkinsidae,g__Perkinsus,s__Perkinsus_chesapeaki
5659,Leishmania_amazonensis,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_amazonensis
109152,Phytophthora_boehmeriae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_boehmeriae
1049196,Phytopythium_boreale,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Phytopythium,s__Phytopythium_boreale
508771,Toxoplasma_gondii_ME49,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
1117027,Poteriospumella_lacustris,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Dinobryaceae,g__Poteriospumella,s__Poteriospumella_lacustris
162125,Hyaloperonospora_brassicae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Hyaloperonospora,s__Hyaloperonospora_brassicae
5802,Eimeria_tenella,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_tenella
697907,Cryptophyta_sp_CCMP2293,d__Eukaryota,k__Cryptophyceae__C+,p__Cryptophyceae__C+,c__Cryptophyceae,o__Cryptophyta_sp_CCMP2293__S+,f__Cryptophyta_sp_CCMP2293__S+,g__Cryptophyta_sp_CCMP2293__S+,s__Cryptophyta_sp_CCMP2293
77519,Plasmodium_gonderi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_gonderi
222440,Streblomastix_strix,d__Eukaryota,k__Preaxostyla__P+,p__Preaxostyla,c__Oxymonadida__O+,o__Oxymonadida,f__Streblomastigidae,g__Streblomastix,s__Streblomastix_strix
403677,Phytophthora_infestans_T30_4,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_infestans
181584,Euplotes_parawoodruffi,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Euplotida,f__Euplotidae,g__Euplotes,s__Euplotes_parawoodruffi
183589,Pseudo_nitzschia_multistriata,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Bacillariophyceae,o__Bacillariales,f__Bacillariaceae,g__Pseudo_nitzschia,s__Pseudo_nitzschia_multistriata
210448,Fragilaria_crotonensis,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Fragilariophyceae,o__Fragilariales,f__Fragilariaceae,g__Fragilaria,s__Fragilaria_crotonensis
483367,Pavlovales_sp_CCMP2436,d__Eukaryota,k__Haptophyta__P+,p__Haptophyta,c__Pavlovales__O+,o__Pavlovales,f__Pavlovales_sp_CCMP2436__S+,g__Pavlovales_sp_CCMP2436__S+,s__Pavlovales_sp_CCMP2436
127563,Chrysochromulina_parva,d__Eukaryota,k__Haptophyta__P+,p__Haptophyta,c__Prymnesiales__O+,o__Prymnesiales,f__Chrysochromulinaceae,g__Chrysochromulina,s__Chrysochromulina_parva
5786,Dictyostelium_purpureum,d__Eukaryota,k__Evosea__P+,p__Evosea,c__Eumycetozoa,o__Dictyosteliales,f__Dictyosteliaceae,g__Dictyostelium,s__Dictyostelium_purpureum
100272,uncultured_eukaryote,d__Eukaryota,k__uncultured_eukaryote__S+,p__uncultured_eukaryote__S+,c__uncultured_eukaryote__S+,o__uncultured_eukaryote__S+,f__uncultured_eukaryote__S+,g__uncultured_eukaryote__S+,s__uncultured_eukaryote
91374,Diplonema_papillatum,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Diplonemea__O+,o__Diplonemea,f__Diplonemidae,g__Diplonema,s__Diplonema_papillatum
479712,Phytomonas_sp_EM1,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Phytomonas,s__Phytomonas_sp_EM1
5656,Crithidia_fasciculata,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Crithidia,s__Crithidia_fasciculata
166959,Tetramitus_jugosus,d__Eukaryota,k__Heterolobosea__P+,p__Heterolobosea,c__Vahlkampfiidae__F+,o__Vahlkampfiidae__F+,f__Vahlkampfiidae,g__Tetramitus,s__Tetramitus_jugosus
358021,Ophryoscolex_caudatus,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Litostomatea,o__Entodiniomorphida,f__Ophryoscolecidae,g__Ophryoscolex,s__Ophryoscolex_caudatus
5854,Plasmodium_reichenowi,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_reichenowi
120807,Nannochloropsis_limnetica,d__Eukaryota,k__Eustigmatophyceae__C+,p__Eustigmatophyceae__C+,c__Eustigmatophyceae,o__Eustigmatales,f__Monodopsidaceae,g__Nannochloropsis,s__Nannochloropsis_limnetica
134455,Phytophthora_quininea,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_quininea
5671,Leishmania_infantum,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_infantum
104179,Symbiodinium_kawagutii,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_kawagutii
929439,Leishmania_mexicana_MHOM_GT_2001_U1103,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_mexicana
1563116,Symbiodinium_sp_clade_C_Y103,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Cladocopium,s__Cladocopium_sp_clade_C
1653305,Lenisia_limosa,d__Eukaryota,k__Breviatea__C+,p__Breviatea__C+,c__Breviatea,o__Lenisia__G+,f__Lenisia__G+,g__Lenisia,s__Lenisia_limosa
505711,Andalucia_godoyi,d__Eukaryota,k__Jakobida__O+,p__Jakobida__O+,c__Jakobida__O+,o__Jakobida,f__Andaluciidae,g__Andalucia,s__Andalucia_godoyi
43137,Paramecium_octaurelia,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Peniculida,f__Parameciidae,g__Paramecium,s__Paramecium_octaurelia
266149,Pseudocohnilembus_persalinus,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Oligohymenophorea,o__Philasterida,f__Pseudocohnilembidae,g__Pseudocohnilembus,s__Pseudocohnilembus_persalinus
12968,Blastocystis_hominis,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Opalinata,f__Blastocystidae,g__Blastocystis,s__Blastocystis_hominis
5741,Giardia_intestinalis,d__Eukaryota,k__Fornicata__P+,p__Fornicata,c__Diplomonadida__O+,o__Diplomonadida,f__Hexamitidae,g__Giardia,s__Giardia_intestinalis
2125998,Globisporangium_spinosum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_spinosum
1117030,Pedospumella_encystans,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Chromulinaceae,g__Pedospumella,s__Pedospumella_encystans
1588901,Pythium_utonaiense,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_utonaiense
255166,Pythium_viniferum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_viniferum
331608,Certesia_quadrinucleata,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Euplotida,f__Certesiidae,g__Certesia,s__Certesia_quadrinucleata
296543,Thalassiosira_pseudonana_CCMP1335,d__Eukaryota,k__Bacillariophyta__P+,p__Bacillariophyta,c__Coscinodiscophyceae,o__Thalassiosirales,f__Thalassiosiraceae,g__Thalassiosira,s__Thalassiosira_pseudonana
36329,Plasmodium_falciparum_3D7,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_falciparum
1255295,Goniomonas_avonlea,d__Eukaryota,k__Cryptophyceae__C+,p__Cryptophyceae__C+,c__Cryptophyceae,o__Cyathomonadacea,f__Goniomonadaceae,g__Goniomonas,s__Goniomonas_avonlea
138298,Plasmodium_vinckei_petteri,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_vinckei
221518,Phytophthora_pseudosyringae,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_pseudosyringae
5679,Leishmania_panamensis,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_panamensis
162140,Plasmopara_obducens,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Plasmopara,s__Plasmopara_obducens
796356,Crithidia_mellificae,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Crithidia,s__Crithidia_mellificae
65658,Acanthamoeba_astronyxis,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_astronyxis
1317065,Phytophthora_parasitica_P1569,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_parasitica
1130980,Phytopythium_delawarense,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Phytopythium,s__Phytopythium_delawarense
5670,Leishmania_guyanensis,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leishmania,s__Leishmania_guyanensis
1257118,Acanthamoeba_castellanii_str_Neff,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_castellanii
944168,Blastocystis_sp_subtype_3,d__Eukaryota,k__Bigyra__C+,p__Bigyra__C+,c__Bigyra,o__Opalinata,f__Blastocystidae,g__Blastocystis,s__Blastocystis_sp_subtype_3
1563115,Symbiodinium_sp_clade_A_Y106,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_sp_clade_A
157538,Leptomonas_pyrrhocoris,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Leptomonas,s__Leptomonas_pyrrhocoris
540036,Phytophthora_parvispora,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Peronosporales__O+,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_parvispora
319040,Pythium_phragmitis,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_phragmitis
211522,Acanthamoeba_quina,d__Eukaryota,k__Discosea__P+,p__Discosea,c__Longamoebia__O+,o__Longamoebia,f__Acanthamoebidae,g__Acanthamoeba,s__Acanthamoeba_quina
5949,Stylonychia_lemnae,d__Eukaryota,k__Ciliophora__P+,p__Ciliophora,c__Spirotrichea,o__Sporadotrichida,f__Oxytrichidae,g__Stylonychia,s__Stylonychia_lemnae
703971,Spumella_sp_AR4D6,d__Eukaryota,k__Chrysophyceae__C+,p__Chrysophyceae__C+,c__Chrysophyceae,o__Chromulinales,f__Chromulinaceae,g__Spumella,s__Spumella_sp_AR4D6
943118,Toxoplasma_gondii_MAS,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Sarcocystidae,g__Toxoplasma,s__Toxoplasma_gondii
2762,Cyanophora_paradoxa,d__Eukaryota,k__Glaucocystophyceae__C+,p__Glaucocystophyceae__C+,c__Glaucocystophyceae,o__Cyanophoraceae__F+,f__Cyanophoraceae,g__Cyanophora,s__Cyanophora_paradoxa
999947,Angomonas_ambiguus,d__Eukaryota,k__Euglenozoa__P+,p__Euglenozoa,c__Kinetoplastea,o__Trypanosomatida,f__Trypanosomatidae,g__Angomonas,s__Angomonas_ambiguus
864142,Plasmodium_ovale_wallikeri,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_ovale
36330,Plasmodium_ovale,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Aconoidasida,o__Haemosporida,f__Plasmodiidae,g__Plasmodium,s__Plasmodium_ovale
5778,Vermamoeba_vermiformis,d__Eukaryota,k__Tubulinea__P+,p__Tubulinea,c__Echinamoebida,o__Vermamoeba__G+,f__Vermamoeba__G+,g__Vermamoeba,s__Vermamoeba_vermiformis
483370,Pelagophyceae_sp_CCMP2097,d__Eukaryota,k__Pelagophyceae__C+,p__Pelagophyceae__C+,c__Pelagophyceae,o__Pelagophyceae_sp_CCMP2097__S+,f__Pelagophyceae_sp_CCMP2097__S+,g__Pelagophyceae_sp_CCMP2097__S+,s__Pelagophyceae_sp_CCMP2097
2052604,Eimeria_sp_OTU_Y,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_sp_OTU_Y
631055,Symbiodinium_sp_CCMP2592,d__Eukaryota,k__Dinophyceae__C+,p__Dinophyceae__C+,c__Dinophyceae,o__Suessiales,f__Symbiodiniaceae,g__Symbiodinium,s__Symbiodinium_sp_CCMP2592
65070,Pythium_aphanidermatum,d__Eukaryota,k__Oomycota__P+,p__Oomycota,c__Pythiales__O+,o__Pythiales,f__Pythiaceae,g__Pythium,s__Pythium_aphanidermatum
51314,Eimeria_brunetti,d__Eukaryota,k__Apicomplexa__P+,p__Apicomplexa,c__Conoidasida,o__Eucoccidiorida,f__Eimeriidae,g__Eimeria,s__Eimeria_brunetti
