taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
2286,Saccharolobus_shibatae,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus_shibatae
1237085,Candidatus_Nitrososphaera_gargensis_Ga9_2,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrososphaera,s__Candidatus_Nitrososphaera_gargensis
69656,Sulfurisphaera_ohwakuensis,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,s__Sulfurisphaera_ohwakuensis
2668069,Haloarcula_sp_CBA1122,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_CBA1122
1912324,Haloplanus_salinarum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus_salinarum
2689387,Thermococcus_bergensis,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_bergensis
2495426,Candidatus_Methanosuratus_sp,d__Archaea,k__Archaea,p__Candidatus_Verstraetearchaeota,c__Candidatus_Methanomethylia,o__Candidatus_Methanomethyliales,f__Candidatus_Methanomethyliaceae,g__Candidatus_Methanosuratus,s__Candidatus_Methanosuratus_sp
1852875,Euryarchaeota_archaeon_ADurb_Bin023,d__Archaea,k__Archaea,p__Euryarchaeota,c__Euryarchaeota_archaeon_ADurb_Bin023__S+,o__Euryarchaeota_archaeon_ADurb_Bin023__S+,f__Euryarchaeota_archaeon_ADurb_Bin023__S+,g__Euryarchaeota_archaeon_ADurb_Bin023__S+,s__Euryarchaeota_archaeon_ADurb_Bin023
121872,Haloterrigena_thermotolerans,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena_thermotolerans
1118069,uncultured_Nitrosopumilaceae_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrosopumilales__O+,o__Nitrosopumilales,f__Nitrosopumilaceae,g__uncultured_Nitrosopumilaceae_archaeon__S+,s__uncultured_Nitrosopumilaceae_archaeon
2798723,Methermicoccus_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methermicoccaceae,g__Methermicoccus,s__Methermicoccus_sp
1412871,uncultured_archaeon_A07HR67,d__Archaea,k__Archaea,p__uncultured_archaeon_A07HR67__S+,c__uncultured_archaeon_A07HR67__S+,o__uncultured_archaeon_A07HR67__S+,f__uncultured_archaeon_A07HR67__S+,g__uncultured_archaeon_A07HR67__S+,s__uncultured_archaeon_A07HR67
1779368,Candidatus_Bathyarchaeota_archaeon_B24,d__Archaea,k__Archaea,p__Candidatus_Bathyarchaeota,c__Candidatus_Bathyarchaeota_archaeon_B24__S+,o__Candidatus_Bathyarchaeota_archaeon_B24__S+,f__Candidatus_Bathyarchaeota_archaeon_B24__S+,g__Candidatus_Bathyarchaeota_archaeon_B24__S+,s__Candidatus_Bathyarchaeota_archaeon_B24
1915561,Methanosaeta_sp_UBA458,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanosaeta_sp_UBA458
1295126,Natronolimnobius_baerhuensis_JCM_12253_CGMCC_1_3597,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnobius,s__Natronolimnobius_baerhuensis
426118,Sulfolobus_islandicus_M_16_4,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
2268187,Candidatus_Methanomethylia_archaeon,d__Archaea,k__Archaea,p__Candidatus_Verstraetearchaeota,c__Candidatus_Methanomethylia,o__Candidatus_Methanomethylia_archaeon__S+,f__Candidatus_Methanomethylia_archaeon__S+,g__Candidatus_Methanomethylia_archaeon__S+,s__Candidatus_Methanomethylia_archaeon
91560,Methanimicrococcus_blatticola,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus_blatticola
1915524,Methanolinea_sp_UBA473,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__Methanolinea,s__Methanolinea_sp_UBA473
1985678,Halegenticoccus_soli,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halegenticoccus,s__Halegenticoccus_soli
2604883,Cenarchaeum_sp_SB0677_bin_16,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0677_bin_16
2203,Methanospirillum_hungatei,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum_hungatei
2012529,Archaeoglobales_archaeon_ex4484_92,d__Archaea,k__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobales_archaeon_ex4484_92__S+,g__Archaeoglobales_archaeon_ex4484_92__S+,s__Archaeoglobales_archaeon_ex4484_92
2448472,uncultured_Candidatus_Nitrosocosmicus_sp,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrosocosmicus,s__uncultured_Candidatus_Nitrosocosmicus_sp
2721612,Nitrososphaerales_archaeon_TH1173,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaerales_archaeon_TH1173__S+,g__Nitrososphaerales_archaeon_TH1173__S+,s__Nitrososphaerales_archaeon_TH1173
1915637,Methanomassiliicoccaceae_archaeon_UBA309,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccaceae_archaeon_UBA309__S+,s__Methanomassiliicoccaceae_archaeon_UBA309
2716715,Haloarcula_sp_JP_Z28,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_JP_Z28
1419722,Halorubrum_sp_SD626R,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp_SD626R
2099674,Candidatus_Methanofastidiosa_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Candidatus_Methanofastidiosa,o__Candidatus_Methanofastidiosa_archaeon__S+,f__Candidatus_Methanofastidiosa_archaeon__S+,g__Candidatus_Methanofastidiosa_archaeon__S+,s__Candidatus_Methanofastidiosa_archaeon
2268188,Candidatus_Nanopusillus_sp,d__Archaea,k__Archaea,p__Nanoarchaeota,c__Candidatus_Nanoarchaeia,o__Nanoarchaeales,f__Nanopusillaceae,g__Candidatus_Nanopusillus,s__Candidatus_Nanopusillus_sp
2604872,Cenarchaeum_sp_SB0661_bin_35,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0661_bin_35
2250255,Methanosarcinales_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinales_archaeon__S+,g__Methanosarcinales_archaeon__S+,s__Methanosarcinales_archaeon
1826872,Candidatus_Nitrosocosmicus_hydrocola,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrosocosmicus,s__Candidatus_Nitrosocosmicus_hydrocola
2164,Methanobacterium_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp
662477,Haloarcula_vallismortis_ATCC_29715,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_vallismortis
476105,uncultured_Thermoprotei_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__uncultured_Thermoprotei_archaeon__S+,f__uncultured_Thermoprotei_archaeon__S+,g__uncultured_Thermoprotei_archaeon__S+,s__uncultured_Thermoprotei_archaeon
2013674,Candidatus_Altiarchaeales_archaeon_HGW_Altiarchaeales_2,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeales_archaeon_HGW_Altiarchaeales_2__S+,g__Candidatus_Altiarchaeales_archaeon_HGW_Altiarchaeales_2__S+,s__Candidatus_Altiarchaeales_archaeon_HGW_Altiarchaeales_2
1434115,Methanosarcina_mazei_SarPi,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
990316,Methanothrix_soehngenii_GP6,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanothrix_soehngenii
1293038,Methanosarcina_mazei_JCM_9314,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
29284,Halorubrum_trapanicum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_trapanicum
74969,Ferroplasma_acidiphilum,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Ferroplasmaceae,g__Ferroplasma,s__Ferroplasma_acidiphilum
1974414,Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11,d__Archaea,k__Archaea,p__Candidatus_Micrarchaeota,c__Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11__S+,o__Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11__S+,f__Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11__S+,g__Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11__S+,s__Candidatus_Micrarchaeota_archaeon_CG08_land_8_20_14_0_20_59_11
1915609,archaeon_UBA168,d__Archaea,k__Archaea,p__archaeon_UBA168__S+,c__archaeon_UBA168__S+,o__archaeon_UBA168__S+,f__archaeon_UBA168__S+,g__archaeon_UBA168__S+,s__archaeon_UBA168
2838160,Methanothermococcus_sp_SCGC_AD_155_M21,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanothermococcus,s__Methanothermococcus_sp_SCGC_AD_155_M21
2670411,Candidatus_Thalassarchaeaceae_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,g__Candidatus_Thalassarchaeaceae_archaeon__S+,s__Candidatus_Thalassarchaeaceae_archaeon
1638263,Thermococcus_sp_MAR1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_sp_MAR1
2026736,Candidatus_Diapherotrites_archaeon,d__Archaea,k__Archaea,p__Candidatus_Diapherotrites,c__Candidatus_Diapherotrites_archaeon__S+,o__Candidatus_Diapherotrites_archaeon__S+,f__Candidatus_Diapherotrites_archaeon__S+,g__Candidatus_Diapherotrites_archaeon__S+,s__Candidatus_Diapherotrites_archaeon
2099680,Methanobacteriaceae_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacteriaceae_archaeon__S+,s__Methanobacteriaceae_archaeon
1945632,Methanosphaera_sp_SHI1033,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp_SHI1033
2014257,Candidatus_Huberarchaeum_crystalense,d__Archaea,k__Archaea,p__Candidatus_Huberarchaea,c__Candidatus_Huberarchaeum__G+,o__Candidatus_Huberarchaeum__G+,f__Candidatus_Huberarchaeum__G+,g__Candidatus_Huberarchaeum,s__Candidatus_Huberarchaeum_crystalense
2250275,Candidatus_Hydrothermarchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Hydrothermarchaeota,c__Candidatus_Hydrothermarchaeota_archaeon__S+,o__Candidatus_Hydrothermarchaeota_archaeon__S+,f__Candidatus_Hydrothermarchaeota_archaeon__S+,g__Candidatus_Hydrothermarchaeota_archaeon__S+,s__Candidatus_Hydrothermarchaeota_archaeon
2282135,Haloarcula_sp_Atlit_120R,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_Atlit_120R
2883567,Candidatus_Hadarchaeum_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Hadesarchaea,o__Candidatus_Hadarchaeum__G+,f__Candidatus_Hadarchaeum__G+,g__Candidatus_Hadarchaeum,s__Candidatus_Hadarchaeum_sp
1915454,Methanobacterium_sp_UBA384,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA384
2806419,Candidatus_Thermoplasmatota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Thermoplasmatota_archaeon__S+,o__Candidatus_Thermoplasmatota_archaeon__S+,f__Candidatus_Thermoplasmatota_archaeon__S+,g__Candidatus_Thermoplasmatota_archaeon__S+,s__Candidatus_Thermoplasmatota_archaeon
1917477,Methanosaeta_sp_ASM2,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanosaeta_sp_ASM2
2173149,Marine_Group_III_euryarchaeote,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Marine_Group_III_euryarchaeote__S+,f__Marine_Group_III_euryarchaeote__S+,g__Marine_Group_III_euryarchaeote__S+,s__Marine_Group_III_euryarchaeote
1227486,Halorubrum_terrestre_JCM_10247,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_terrestre
1434111,Methanosarcina_lacustris_Z_7289,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_lacustris
2268203,Thermofilaceae_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermofilales,f__Thermofilaceae,g__Thermofilaceae_archaeon__S+,s__Thermofilaceae_archaeon
1803514,Candidatus_Altiarchaeum_sp_CG2_30_32_3053,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeum__G+,g__Candidatus_Altiarchaeum,s__Candidatus_Altiarchaeum_sp_CG2_30_32_3053
2591003,Ferroplasma_sp,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Ferroplasmaceae,g__Ferroplasma,s__Ferroplasma_sp
1132501,Sulfolobus_islandicus_M_16_23,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1434116,Methanosarcina_mazei_TMA,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
2012522,Thermoplasmatales_archaeon_ex4484_30,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmatales_archaeon_ex4484_30__S+,g__Thermoplasmatales_archaeon_ex4484_30__S+,s__Thermoplasmatales_archaeon_ex4484_30
1915476,Methanobrevibacter_sp_UBA212,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp_UBA212
2014240,Candidatus_Altiarchaeum_sp_CG_4_9_14_0_8_um_filter_32_206,d__Archaea,k__Archaea,p__Candidatus_Altiarchaeota,c__Candidatus_Altiarchaeales__O+,o__Candidatus_Altiarchaeales,f__Candidatus_Altiarchaeum__G+,g__Candidatus_Altiarchaeum,s__Candidatus_Altiarchaeum_sp_CG_4_9_14_0_8_um_filter_32_206
1915751,Thermoplasmata_archaeon_UBA184,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata_archaeon_UBA184__S+,f__Thermoplasmata_archaeon_UBA184__S+,g__Thermoplasmata_archaeon_UBA184__S+,s__Thermoplasmata_archaeon_UBA184
985053,Vulcanisaeta_moutnovskia_768_28,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_moutnovskia
2020871,Vulcanisaeta_sp,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp
2268205,Thermoproteales_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteales_archaeon__S+,g__Thermoproteales_archaeon__S+,s__Thermoproteales_archaeon
2218585,Halogeometricum_sp_wsp3,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halogeometricum,s__Halogeometricum_sp_wsp3
2093806,Natrialbaceae_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrialbaceae_archaeon__S+,s__Natrialbaceae_archaeon
2509225,Haloarcula_mannanilytica,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_mannanilytica
2604884,Cenarchaeum_sp_SB0678_bin_8,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Cenarchaeales__O+,o__Cenarchaeales,f__Cenarchaeaceae,g__Cenarchaeum,s__Cenarchaeum_sp_SB0678_bin_8
1915438,Methanobacterium_sp_UBA324,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA324
2026773,Candidatus_Pacearchaeota_archaeon,d__Archaea,k__Archaea,p__Candidatus_Pacearchaeota_archaeon__S+,c__Candidatus_Pacearchaeota_archaeon__S+,o__Candidatus_Pacearchaeota_archaeon__S+,f__Candidatus_Pacearchaeota_archaeon__S+,g__Candidatus_Pacearchaeota_archaeon__S+,s__Candidatus_Pacearchaeota_archaeon
523849,Thermococcus_litoralis_DSM_5473,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_litoralis
573063,Methanocaldococcus_infernus_ME,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus_infernus
1853685,Haloarcula_sp_CBA1130,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_CBA1130
1077256,Methanosphaera_cuniculi,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_cuniculi
223182,Halobacterium_noricense,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium_noricense
2480821,Desulfurococcales_archaeon,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcales_archaeon__S+,g__Desulfurococcales_archaeon__S+,s__Desulfurococcales_archaeon
2004705,Pyrobaculum_sp,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_sp
35747,Natronococcus_sp,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus_sp
2268198,Nitrososphaeria_archaeon,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaeria_archaeon__S+,f__Nitrososphaeria_archaeon__S+,g__Nitrososphaeria_archaeon__S+,s__Nitrososphaeria_archaeon
1811583,Nitrosopelagicus_sp_REDSEA_S19_B12N3,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Candidatus_Nitrosopelagicus__G+,o__Candidatus_Nitrosopelagicus__G+,f__Candidatus_Nitrosopelagicus__G+,g__Candidatus_Nitrosopelagicus,s__Nitrosopelagicus_sp_REDSEA_S19_B12N3
2365003,Candidatus_Syntrophoarchaeum_sp_WYZ_LMO15,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Candidatus_Syntrophoarchaeum__G+,g__Candidatus_Syntrophoarchaeum,s__Candidatus_Syntrophoarchaeum_sp_WYZ_LMO15
72803,Thermococcus_siculi,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_siculi
2666346,Candidatus_Poseidoniaceae_archaeon,d__Archaea,k__Archaea,p__Candidatus_Thermoplasmatota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Poseidoniaceae,g__Candidatus_Poseidoniaceae_archaeon__S+,s__Candidatus_Poseidoniaceae_archaeon
1882735,Methanosarcina_sp_Ant1,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_Ant1
1417673,Haloarcula_hispanica_N601,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_hispanica
1919183,Halobacteriales_archaeon_QS_6_71_20,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriales_archaeon_QS_6_71_20__S+,g__Halobacteriales_archaeon_QS_6_71_20__S+,s__Halobacteriales_archaeon_QS_6_71_20
2035267,Candidatus_Nitrosocosmicus_arcticus,d__Archaea,k__Archaea,p__Thaumarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrosocosmicus,s__Candidatus_Nitrosocosmicus_arcticus
2250254,Thermococci_archaeon,d__Archaea,k__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococci_archaeon__S+,f__Thermococci_archaeon__S+,g__Thermococci_archaeon__S+,s__Thermococci_archaeon
523848,Saccharolobus_shibatae_B12,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus_shibatae
1915435,Methanobacterium_sp_UBA311,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA311
2012519,Desulfurococcales_archaeon_ex4484_217_2,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcales_archaeon_ex4484_217_2__S+,g__Desulfurococcales_archaeon_ex4484_217_2__S+,s__Desulfurococcales_archaeon_ex4484_217_2
1227465,Halorubrum_californiensis_DSM_19288,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_californiense
1132504,Sulfolobus_islandicus_M_16_43,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1915437,Methanobacterium_sp_UBA322,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA322
2282125,Haloarcula_sp_Atlit_7R,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula_sp_Atlit_7R
2283638,Halorussus_sp_MSC15_2,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halorussus,s__Halorussus_sp_MSC15_2
1434114,Methanosarcina_mazei_LYC,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_mazei
1132506,Sulfolobus_islandicus_M_16_47,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1915581,Methanosarcina_sp_UBA361,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina_sp_UBA361
29283,Halorubrum_distributum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_distributum
1915620,Methanobacteriaceae_archaeon_UBA237,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacteriaceae_archaeon_UBA237__S+,s__Methanobacteriaceae_archaeon_UBA237
2508724,Halorubrum_amylolyticum,d__Archaea,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_amylolyticum
1132499,Sulfolobus_islandicus_M_16_13,d__Archaea,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
1915464,Methanobacterium_sp_UBA42,d__Archaea,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp_UBA42
